-6.677046309671169633e-01,-2.873494894732204763e-01,-9.425345126710282795e-01,-6.105766836083709181e-01,1.136030908776009124e-01,3.460378386292554675e-01,5.401074408474653143e-01,-4.975409214514427969e-01,-1.963256603561964464e-01,9.208801116654670438e-02,-8.344658045684712547e-03
1.103805849777045101e+00,2.050619478857132749e-01,-3.597321544957845507e-01,2.025990122575068497e+00,3.969101992583375371e-01,-7.247262568090387935e-01,-7.862987814741551063e-02,1.894800273938450852e+00,-1.963256603561964464e-01,-9.646345038495258706e-01,-1.227622244438279386e+00
6.314030549119358238e-01,9.929202476600076377e-01,-5.262471139744253623e-01,2.066617360204442144e-01,-2.169218688999251798e-01,-6.652393626180224118e-01,5.163098516553544792e-01,4.243695668272427501e-01,-1.294638939687777768e-01,-5.243334559261624284e-01,-4.147705201765495842e-01
6.314030549119358238e-01,-1.173690076719301256e+00,1.305417440290626674e+00,-1.019195893422778498e+00,4.441280506551270046e-01,-1.022160727764120480e+00,2.783339597342465166e-01,-7.817140468706741396e-01,2.717067043557431782e-01,-1.720926175874716857e-01,5.606515489375255568e-01
3.952016574793806858e-01,-9.038491452964675377e-02,-4.429896342351047345e-01,1.704932172006605073e+00,1.916738808402193225e-02,-1.736003458056316839e+00,-2.315603262205830681e+00,8.539335936237951730e-01,-1.294638939687777768e-01,-8.765742942648531155e-01,3.167960316590074932e-01
-7.720113738572959017e-02,-9.038491452964675377e-02,-4.429896342351047345e-01,1.335229077412617649e+00,1.435702929987705323e+00,8.814198863484026258e-01,5.877026192316868736e-01,1.266975927081984921e+00,-1.065528623392659968e+00,-9.646345038495258706e-01,-1.552762934142971618e+00
1.812410042074710459e+00,-5.827963518885808103e-01,-2.764746747564639229e-01,4.790745425633826660e-01,-1.019625342645345878e+00,-1.081647621955136973e+00,-4.831888944132990971e-01,1.633268120816753766e-01,-1.332975688942337644e+00,-1.316875342188216669e+00,-8.344658045684712547e-03
1.458107945925877225e+00,-1.075207789247514478e+00,8.891300415940239787e-01,1.490893538294296494e+00,3.496923478615480141e-01,4.650116270112881756e-01,1.593460137736924798e-01,2.159147367351668567e+00,6.060155362928424383e-01,2.293593250783364734e+00,-1.390192589290624836e+00
-1.953018361020066318e-01,-7.797609268321542553e-01,-7.760195531923872458e-01,1.208115991834537127e-02,-7.526831470955704095e-02,-4.272917858539570513e-01,-9.115454998712935186e-01,-1.935417640261981875e-01,-4.637727259058770923e-01,-1.404935551772889424e+00,-2.522001753242042454e-01
-7.720113738572959017e-02,-1.370654651662874812e+00,-1.275564431628310569e+00,-9.802797782023586759e-01,6.638523948081141712e-02,-3.083179974719243432e-01,-1.149521391792401426e+00,-8.015400788766874340e-01,5.391537699054238519e-01,4.443288495052378773e-01,5.606515489375255568e-01
2.771009587631025894e-01,-3.858317769450073098e-01,6.393576023760620952e-01,2.210841669872062543e+00,1.916738808402193225e-02,2.270640502472227873e-01,1.593460137736924798e-01,1.894800273938450852e+00,8.734626018425231120e-01,-8.765742942648531155e-01,-1.471477761716798893e+00
1.576208644642154377e+00,1.189884822603581416e+00,1.222159960551306046e+00,1.413061307853456849e+00,-1.697040175031356846e-01,1.416801934067549729e+00,7.304881543843516623e-01,1.498279633818587309e+00,-5.974962586807174292e-01,2.682084303358923116e-01,-9.024815547335871546e-01
8.676044523444899070e-01,4.020265228292869697e-01,2.054734757944511436e+00,2.006532064964858364e+00,2.080387936711798891e-01,4.650116270112881756e-01,5.877026192316868736e-01,1.927843660615103039e+00,-2.631874267436181136e-01,4.443288495052378773e-01,-1.065051899585933937e+00
-5.496039322508388114e-01,-1.173690076719301256e+00,-6.927620734530666180e-01,-9.997378358125686981e-01,6.638523948081141712e-02,-9.031869393820878278e-01,-1.458890051289841949e+00,-2.530198600442015722e-01,2.812453827077706414e+00,4.443288495052378773e-01,-2.522001753242042454e-01
