1.974181485175180661e+00,-2.326030914021678386e-01,1.114588491304673523e+00,-2.463181107842880302e-01,-1.107459033867717602e-01,-1.060007215432607675e+00,-9.622398308660701227e-01,1.756955163118727681e+00,-7.864185884369779833e-01,-1.313193796914585043e+00,-1.152577471978988966e+00
2.818938234877765292e-01,3.780263219145494902e-01,9.088662522454489523e-02,-2.463181107842880302e-01,1.932939489122804111e-01,-1.060007215432607675e+00,-9.622398308660701227e-01,1.105315153659509608e+00,3.161035993414743617e-01,-9.706463450489073441e-01,-1.247036828705086364e+00
-7.101368747427718731e-01,3.225145570675751472e-01,-1.393481080591641330e+00,-3.171759358395571660e-01,5.140868450605592943e-02,-6.697566124376905794e-01,-9.925312796933341009e-01,-1.023375543907325769e+00,7.052290773809285485e-01,-6.280988931832293121e-01,1.019987732721255647e+00
-9.879911285913974689e-03,4.495573283270396653e-02,-1.650388412954871820e-01,6.039757898789408497e-01,-2.526311677929962696e-01,1.318194280341458344e-02,1.976030705378539087e+00,4.536751442002914803e-01,-2.675846177177056417e-01,-2.855514413175518906e-01,-9.636587585267929468e-01
5.736675582614670921e-01,1.349482206736600132e+00,-1.148356138346777119e-02,1.788288395473262848e-01,-2.120925208197892431e-01,7.936831487932489715e-01,2.797095710517543687e-01,8.881018171730633570e-01,-8.167632358069450149e-03,5.699601054812612755e-02,1.698535221863771705e-01
-1.118620103425938206e+00,2.114910273736264334e-01,-7.792599609435643115e-01,-1.754602857290191720e-01,6.392190656175568142e-01,8.912457995419782453e-01,-3.261194054935258602e-01,-8.550352081303406182e-01,1.029500309080475295e+00,2.853609784585775522e-01,8.310690192690611822e-01
9.237960399898954567e-01,-7.322089750249364259e-01,1.319328864520699307e+00,2.942284016702820804e+00,1.730246254256768978e-01,-9.624445646838784008e-01,-8.410740355570139881e-01,9.967084854163166252e-01,-2.675846177177056417e-01,9.133646402123200003e-01,1.208906446173450000e+00
1.332279268673061789e+00,-2.881148562491421816e-01,1.882364890864770102e+00,-2.463181107842880302e-01,4.567951542381256114e-01,-9.624445646838784008e-01,-8.107825867297500100e-01,1.278551394706523014e-01,-3.324388640576161347e-01,-9.523142948687779441e-05,1.208906446173450000e+00
1.651843295782997045e-01,-2.326030914021678386e-01,3.970153192053869906e-02,-4.588915859500954930e-01,4.365258307515220704e-01,4.034325457983317653e-01,2.703025477232875229e+00,2.364618077138452568e-01,-2.472628993274610387e+00,7.364674983682584219e+00,-4.913619748963051204e-01
1.651843295782997045e-01,5.723174988789597739e-01,2.087105264080796108e+00,-5.297494110053644345e-01,6.375437612326342318e+00,3.058698950496024915e-01,2.797095710517543687e-01,-2.414075325562520524e-01,-1.888940776215430217e+00,2.797375625473547345e+00,-1.058118115252890235e+00
